https://cloud.google.com/ 	https://cloud.google.com/?hl=ko 	https	https
Learn more 	None	learn	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item devsite-nav-item-heading"> 	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
Why Google Cloud 	None	why	None
</span> 	None	</span>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/why-google-cloud/"> 	None	<a>	None
Choosing Google Cloud 	None	choosing	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/security/"> 	None	<a>	None
Trust and security 	None	trust	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/open-cloud/"> 	None	<a>	None
Open cloud 	None	open	None
</a> 	</a> 	</a>	</a>
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://cloud.google.com/customers/"> 	<a href="https://cloud.google.com/about/locations/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="about" data-category="Site-Wide Custom Events" data-label="Responsive Tab: 정보"> 	<a>	<a>
Customers and case studies 	정보 	customers	정보
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/analyst-reports/"> 	None	<a>	None
Analyst reports 	None	analyst	None
</a> 	</a> 	</a>	</a>
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://cloud.google.com/"> 	<a href="https://cloud.google.com/why-google-cloud/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="whyGoogle" data-category="Site-Wide Custom Events" data-label="Responsive Tab: Google을 사용해야 하는 이유"> 	<a>	<a>
close 	Google을 사용해야 하는 이유 	close	google을
</a> 	</a> 	</a>	</a>
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://cloud.google.com/about/locations/"> 	<a href="https://cloud.google.com/products/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="products" data-category="Site-Wide Custom Events" data-label="Responsive Tab: 제품"> 	<a>	<a>
Data centers and network 	제품 	data	제품
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/blog/"> 	None	<a>	None
Google Cloud Blog 	None	google	None
</a> 	</a> 	</a>	</a>
</li> 	None	</li>	None
</ul> 	None	</ul>	None
</nav> 	None	</nav>	None
</div> 	None	</div>	None
<div class="devsite-nav-responsive-index-panel" data-tab="Solutions"> 	None	<div>	None
<div class="devsite-nav-index-back" data-tab="Solutions" tabindex="0">	None	<div>	None
</div> 	None	</div>	None
<nav> 	None	<nav>	None
<ul class="devsite-nav-list"> 	None	<ul>	None
<li class="devsite-nav-item devsite-nav-item-heading"> 	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
By business need 	None	by	None
</span> 	None	</span>	None
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/ai/"> 	<a href="https://cloud.google.com/solutions/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="solutions" data-category="Site-Wide Custom Events" data-label="Responsive Tab: 솔루션"> 	<a>	<a>
Artificial intelligence solutions 	솔루션 	artificial	솔루션
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/big-data/"> 	None	<a>	None
Big data analytics 	None	big	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/business-intelligence/"> 	None	<a>	None
Business intelligence 	None	business	None
</a> 	</a> 	</a>	</a>
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://gsuite.google.com/solutions/enterprise/"> 	<a href="https://cloud.google.com/launcher/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="launcher" data-category="Site-Wide Custom Events" data-label="Responsive Tab: 런처"> 	<a>	<a>
Collaboration and productivity 	런처 	collaboration	런처
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/continuous-delivery/"> 	None	<a>	None
Continuous delivery 	None	continuous	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/chrome-enterprise/os/"> 	None	<a>	None
Device management 	None	device	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/iot/"> 	None	<a>	None
Internet of things 	None	internet	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/manage-hybrid-cloud/"> 	None	<a>	None
Manage hybrid cloud 	None	manage	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/migration-center/"> 	None	<a>	None
Migrate workloads 	None	migrate	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/serverless/"> 	None	<a>	None
Serverless solutions 	None	serverless	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item devsite-nav-item-heading"> 	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
By industry 	None	by	None
</span> 	None	</span>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/education/"> 	None	<a>	None
Education 	None	education	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/energy/"> 	None	<a>	None
Energy 	None	energy	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/financial-services/"> 	None	<a>	None
Financial services 	None	financial	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/gaming/"> 	None	<a>	None
Gaming 	None	gaming	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/government/"> 	None	<a>	None
Government 	None	government	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/healthcare/"> 	None	<a>	None
Healthcare 	None	healthcare	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/life-sciences/"> 	None	<a>	None
Life sciences 	None	life	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/media-entertainment/"> 	None	<a>	None
Media and entertainment 	None	media	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/retail/"> 	None	<a>	None
Retail 	None	retail	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/"> 	None	<a>	None
close 	None	close	None
</a> 	</a> 	</a>	</a>
</li> 	None	</li>	None
<li class="devsite-nav-item devsite-nav-item-heading"> 	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
By role 	None	by	None
</span> 	None	</span>	None
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#customer-support-and-sales"> 	<a href="https://cloud.google.com/pricing/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="pricing" data-category="Site-Wide Custom Events" data-label="Responsive Tab: 가격"> 	<a>	<a>
Customer support and sales 	가격 	customer	가격
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#role-based-solutions-devops"> 	None	<a>	None
DevOps 	None	devops	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#hr-and-recruiting"> 	None	<a>	None
HR and recruiting 	None	hr	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#role-based-solutions-marketing"> 	None	<a>	None
Marketing 	None	marketing	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#role-based-solutions-smb"> 	None	<a>	None
Small business owners 	None	small	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item devsite-nav-item-heading"> 	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
</span> 	None	</span>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com"> 	None	<a>	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/"> 	None	<a>	None
See all solutions 	None	see	None
</a> 	None	</a>	None
</li> 	None	</li>	None
</ul> 	None	</ul>	None
</nav> 	None	</nav>	None
</div> 	None	</div>	None
<div class="devsite-nav-responsive-index-panel" data-tab="Products"> 	None	<div>	None
<div class="devsite-nav-index-back" data-tab="Products" tabindex="0">	None	<div>	None
</div> 	None	</div>	None
<nav> 	None	<nav>	None
<ul class="devsite-nav-list"> 	None	<ul>	None
<li class="devsite-nav-item devsite-nav-item-heading"> 	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
Google Cloud Platform 	None	google	None
</span> 	None	</span>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com"> 	None	<a>	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/machine-learning/"> 	None	<a>	None
AI and machine learning 	None	ai	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/text-to-speech/"> 	None	<a>	None
Text-to-Speech 	None	text	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/vision/"> 	None	<a>	None
Vision 	None	vision	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/translate/"> 	None	<a>	None
Translation 	None	translation	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/machine-learning/"> 	None	<a>	None
More 	None	more	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#api-management"> 	None	<a>	None
API management 	None	api	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/apigee/"> 	None	<a>	None
Apigee API Platform 	None	apigee	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/endpoints/"> 	None	<a>	None
Cloud Endpoints 	None	cloud	None
</a> 	None	</a>	None
</li> 	None	</li>	None
<li class="devsite-nav-item"> 	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#api-management"> 	None	<a>	None
More 	None	more	None
</a> 	</a> 	</a>	</a>
</li> 	</li> 	</li>	</li>
<li class="devsite-nav-item"> 	<li class="devsite-nav-item devsite-nav-item-heading"> 	<li>	<li>
<a class="devsite-nav-title" href="https://cloud.google.com/cloud-services-platform/"> 	<a href="https://cloud.google.com/security/?nav=true&hl=ko" class="devsite-nav-responsive-tab devsite-nav-title gc-analytics-event " track-type="navMenu" track-metadata-eventDetail="globalMenu" track-metadata-position="nav" track-name="security" data-category="Site-Wide Custom Events" data-label="Responsive Tab: 보안"> 	<a>	<a>
